id,device_id,status,temperature,humidity,light_intensity,noise_level,timestamp,count
1,3,ON,25.7,37,198,1,"2025-04-14 15:41:38",3
2,1,ON,25.4,32,305,0,"2025-04-14 15:42:15",8
3,1,ON,25,32,305,0,"2025-04-14 15:42:25",9
4,3,ON,25.5,37,199,1,"2025-04-14 15:42:29",6
5,3,ON,25.4,37,199,1,"2025-04-14 15:42:49",8
6,3,ON,25.4,37,199,1,"2025-04-14 15:42:59",9
7,3,ON,25.4,37,198,0,"2025-04-14 15:43:00",1
8,1,ON,25.8,32,307,1,"2025-04-14 15:43:07",5
9,1,ON,25.1,32,307,0,"2025-04-14 15:43:17",6
10,3,ON,25.3,37,201,1,"2025-04-14 15:43:20",3
11,1,ON,25.4,32,308,0,"2025-04-14 15:43:27",7
12,3,ON,25.3,37,197,0,"2025-04-14 15:43:30",4
13,1,ON,25.4,32,309,1,"2025-04-14 15:43:37",8
14,1,ON,25.9,32,309,1,"2025-04-14 15:43:38",1
15,3,ON,25.2,37,199,1,"2025-04-14 15:43:40",5
16,1,ON,25.4,32,311,1,"2025-04-14 15:43:49",1
17,3,ON,25.2,37,199,0,"2025-04-14 15:43:50",6
18,3,ON,25.2,37,200,1,"2025-04-14 15:43:52",1
19,1,ON,25.8,32,312,1,"2025-04-14 15:43:53",1
20,3,ON,25.1,38,198,0,"2025-04-14 15:44:02",2
21,3,ON,25.1,38,199,1,"2025-04-14 15:44:12",3
22,3,ON,25,38,197,0,"2025-04-14 15:44:22",4
23,1,ON,25.8,33,259,0,"2025-04-14 15:44:32",5
24,1,ON,25.6,33,260,0,"2025-04-14 15:44:42",6
25,1,ON,25.1,33,221,1,"2025-04-14 15:44:52",7
26,3,ON,25,38,198,0,"2025-04-14 15:44:53",4
27,3,ON,25,38,198,0,"2025-04-14 15:44:54",1
28,3,ON,25,38,204,1,"2025-04-14 15:45:05",2
29,3,ON,25,38,204,0,"2025-04-14 15:45:05",1
30,1,ON,25.6,33,319,1,"2025-04-14 15:45:25",4
31,1,ON,25.7,33,316,1,"2025-04-14 15:45:36",5
32,1,ON,25.7,33,318,1,"2025-04-14 15:45:46",2
33,3,ON,25,38,213,1,"2025-04-14 15:45:47",2
34,1,ON,25.5,33,316,0,"2025-04-14 15:45:56",3
35,3,ON,24.9,40,213,1,"2025-04-14 15:45:57",3
36,1,ON,25.4,33,314,0,"2025-04-14 15:46:07",4
37,3,ON,24.9,40,206,0,"2025-04-14 15:46:07",4
38,3,ON,24.9,40,204,0,"2025-04-14 15:46:17",5
39,3,ON,24.9,40,205,1,"2025-04-14 15:46:18",1
40,1,ON,25.2,33,309,1,"2025-04-14 15:46:27",6
41,1,ON,25.9,33,306,0,"2025-04-14 15:46:37",7
42,1,ON,25.7,33,305,1,"2025-04-14 15:46:47",8
43,1,ON,25.3,33,304,0,"2025-04-14 15:46:57",9
44,1,ON,25.6,33,305,0,"2025-04-14 15:47:07",10
45,1,ON,25.9,33,304,1,"2025-04-14 15:47:17",11
46,1,ON,25.6,33,304,0,"2025-04-14 15:47:18",1
47,3,ON,24.8,40,204,1,"2025-04-14 15:47:18",7
48,1,ON,25.8,33,234,1,"2025-04-14 15:47:28",2
49,3,ON,24.8,40,197,0,"2025-04-14 15:47:28",8
50,3,ON,24.8,40,197,1,"2025-04-14 15:47:29",1
51,1,ON,25,33,305,0,"2025-04-14 15:47:38",3
52,3,ON,24.7,40,201,0,"2025-04-14 15:47:39",2
53,1,ON,25.6,33,305,1,"2025-04-14 15:47:48",4
54,1,ON,25.1,33,306,0,"2025-04-14 15:47:50",1
55,3,ON,24.7,40,204,0,"2025-04-14 15:48:00",3
56,1,ON,25.4,33,306,1,"2025-04-14 15:48:01",2
57,3,ON,24.7,40,196,1,"2025-04-14 15:48:10",4
58,1,ON,25.5,33,294,0,"2025-04-14 15:48:11",3
59,3,ON,24.7,40,177,0,"2025-04-14 15:48:20",5
60,1,ON,25.2,33,295,1,"2025-04-14 15:48:21",4
61,3,ON,24.7,39,172,1,"2025-04-14 15:48:40",7
62,1,ON,25.1,33,110,0,"2025-04-14 15:49:01",8
63,2,ON,24.8,43,202,1,"2025-04-14 15:49:06",1
64,1,ON,25.6,34,307,1,"2025-04-14 15:49:11",9
65,1,ON,25.6,34,315,0,"2025-04-14 15:49:12",1
66,1,ON,25.1,33,312,1,"2025-04-14 15:49:33",2
67,1,ON,25.3,32,310,0,"2025-04-14 15:49:43",3
68,2,ON,24.8,43,298,1,"2025-04-14 15:49:54",3
69,2,ON,24.8,43,296,1,"2025-04-14 15:49:55",1
70,3,ON,24.4,39,208,1,"2025-04-14 15:50:07",2
71,3,ON,24.3,39,204,0,"2025-04-14 15:50:28",4
72,1,ON,25.9,2,4,1,"2025-04-14 15:50:28",4
73,2,ON,25.3,43,295,1,"2025-04-14 15:50:28",4
74,1,ON,25.4,32,310,1,"2025-04-14 15:50:29",1
75,2,ON,25,43,295,1,"2025-04-14 15:50:30",1
76,3,ON,24.2,39,206,0,"2025-04-14 15:50:42",1
77,1,ON,25.4,32,299,0,"2025-04-14 15:50:43",1
78,2,ON,25.3,43,291,1,"2025-04-14 15:50:52",3
79,3,ON,24.2,39,210,0,"2025-04-14 15:50:53",2
80,2,ON,24.8,43,286,1,"2025-04-14 15:51:02",4
81,3,ON,24.2,39,210,1,"2025-04-14 15:51:03",3
82,1,ON,25.3,32,310,0,"2025-04-14 15:51:04",3
83,1,ON,25,32,310,0,"2025-04-14 15:51:04",1
84,3,ON,24.2,39,210,0,"2025-04-14 15:51:06",1
85,1,ON,25.3,32,310,0,"2025-04-14 15:51:07",1
86,3,ON,34,1,3,0,"2025-04-14 15:51:08",1
87,1,ON,25.4,32,309,0,"2025-04-14 15:51:18",2
88,1,ON,25.4,32,309,1,"2025-04-14 15:51:19",1
89,3,ON,24.1,3,3,0,"2025-04-14 15:51:28",3
90,1,ON,25.3,32,308,0,"2025-04-14 15:51:29",2
91,3,ON,24.1,39,210,1,"2025-04-14 15:51:29",1
92,2,ON,24.8,43,119,1,"2025-04-14 15:51:39",4
93,1,ON,25.1,32,160,0,"2025-04-14 15:51:39",3
94,3,ON,24.1,40,190,1,"2025-04-14 15:51:39",2
95,2,ON,24.8,43,138,1,"2025-04-14 15:51:40",1
96,1,ON,25.7,32,193,1,"2025-04-14 15:51:41",1
97,3,ON,24.1,40,205,1,"2025-04-14 15:51:52",2
98,3,ON,24.1,40,206,1,"2025-04-14 15:51:52",1
99,3,ON,24.1,40,162,0,"2025-04-14 15:52:02",2
100,1,ON,24,3,1,0,"2025-04-14 15:52:03",3
101,1,ON,25.2,32,116,0,"2025-04-14 15:52:03",1
102,3,ON,24.1,39,162,1,"2025-04-14 15:52:12",3
103,1,ON,25.2,32,186,1,"2025-04-14 15:52:13",2
104,1,ON,25.9,33,213,0,"2025-04-14 15:52:24",3
105,3,ON,24.1,40,202,0,"2025-04-14 15:52:33",5
106,3,ON,24.1,40,200,0,"2025-04-14 15:52:34",1
107,1,ON,26.1,32,210,0,"2025-04-14 15:52:43",5
108,1,ON,26.5,32,214,0,"2025-04-14 15:52:54",6
109,1,ON,26.7,32,214,1,"2025-04-14 15:52:55",1
110,3,ON,24.2,40,182,1,"2025-04-14 15:53:15",5
111,1,ON,26.6,32,219,0,"2025-04-14 15:53:25",2
112,3,ON,24.2,40,210,0,"2025-04-14 15:53:35",7
113,1,ON,26.2,32,249,0,"2025-04-14 15:53:41",1
114,1,ON,26.3,32,273,0,"2025-04-14 15:53:52",2
115,1,ON,26,32,295,0,"2025-04-14 15:54:01",3
116,1,ON,26,32,301,0,"2025-04-14 15:54:11",4
117,1,ON,26.2,32,310,1,"2025-04-14 15:54:14",1
118,3,ON,24.2,40,89,0,"2025-04-14 15:54:15",1
119,1,ON,26.3,32,344,1,"2025-04-14 15:54:34",3
120,3,ON,24.2,40,221,1,"2025-04-14 15:54:35",3
121,1,ON,26.2,32,345,0,"2025-04-14 15:54:35",1
122,3,ON,24.2,40,221,1,"2025-04-14 15:54:36",3
123,1,ON,26.4,32,335,0,"2025-04-14 15:54:55",3
124,1,ON,26.9,32,331,0,"2025-04-14 15:54:56",1
125,3,ON,24.3,40,0,1,"2025-04-14 15:54:57",1
126,3,ON,24.3,40,232,1,"2025-04-14 15:55:09",2
127,3,ON,24.3,40,231,1,"2025-04-14 15:55:10",1
128,3,ON,24.4,40,229,0,"2025-04-14 15:55:20",2
129,1,ON,26.6,32,388,0,"2025-04-14 15:55:49",6
130,3,ON,24.4,40,214,1,"2025-04-14 15:55:51",4
131,3,ON,24.4,40,231,0,"2025-04-14 15:55:52",1
132,1,ON,25.8,33,399,0,"2025-04-14 15:56:00",2
133,3,ON,24.5,40,203,1,"2025-04-14 15:56:02",2
134,1,ON,25.2,33,384,0,"2025-04-14 15:56:10",3
135,3,ON,24.5,40,73,1,"2025-04-14 15:56:12",3
136,1,ON,25.2,33,396,0,"2025-04-14 15:56:20",4
137,3,ON,24.5,40,72,1,"2025-04-14 15:56:22",4
138,1,ON,25,33,405,0,"2025-04-14 15:56:30",5
139,3,ON,24.5,40,98,0,"2025-04-14 15:56:32",5
140,3,ON,24.5,40,44,1,"2025-04-14 15:56:42",6
141,1,ON,25.3,33,77,0,"2025-04-14 15:56:52",3
142,3,ON,24.5,40,150,0,"2025-04-14 15:56:52",7
143,1,ON,26.2,33,422,0,"2025-04-14 15:57:02",1
144,1,ON,26.7,33,436,1,"2025-04-14 15:57:15",2
145,3,ON,24.6,41,175,1,"2025-04-14 15:57:23",1
146,1,ON,26.6,32,385,1,"2025-04-14 15:57:33",2
147,1,ON,26,33,474,1,"2025-04-14 15:57:53",4
148,1,ON,26.5,33,474,0,"2025-04-14 15:57:54",1
149,3,ON,24.6,40,246,1,"2025-04-14 15:57:54",4
150,1,ON,26.4,33,464,0,"2025-04-14 15:58:04",2
151,3,ON,24.7,40,253,1,"2025-04-14 15:58:06",1
152,1,ON,26.3,33,503,0,"2025-04-14 15:58:14",3
153,1,ON,26.5,33,511,0,"2025-04-14 15:58:24",4
154,3,ON,24.7,40,256,1,"2025-04-14 15:58:25",3
155,1,ON,26.5,33,520,1,"2025-04-14 15:58:34",5
156,1,ON,26.2,33,521,0,"2025-04-14 15:58:35",1
157,3,ON,24.7,40,260,0,"2025-04-14 15:58:36",4
158,3,ON,24.7,40,262,1,"2025-04-14 15:58:56",3
159,1,ON,26.3,32,538,1,"2025-04-14 15:59:05",4
160,1,ON,26.1,33,542,0,"2025-04-14 15:59:06",1
161,3,ON,24.7,40,266,1,"2025-04-14 15:59:06",4
162,1,ON,26.6,33,563,1,"2025-04-14 15:59:16",2
163,3,ON,24.7,40,267,0,"2025-04-14 15:59:16",5
164,1,ON,26.2,32,568,0,"2025-04-14 15:59:27",1
165,1,ON,26.4,32,601,1,"2025-04-14 15:59:38",2
166,3,ON,24.7,40,268,1,"2025-04-14 15:59:39",2
167,3,ON,24.7,40,268,0,"2025-04-14 15:59:39",1
168,1,ON,26,33,678,1,"2025-04-14 15:59:49",1
169,3,ON,24.7,40,275,1,"2025-04-14 15:59:50",2
170,1,ON,26.1,33,691,1,"2025-04-14 16:00:09",3
171,1,ON,26.8,32,756,0,"2025-04-14 16:00:19",4
172,1,ON,26.8,32,746,1,"2025-04-14 16:00:20",1
173,3,ON,24.8,40,287,1,"2025-04-14 16:01:00",9
174,3,ON,24.8,40,289,0,"2025-04-14 16:01:00",1
175,1,ON,26.1,32,720,0,"2025-04-14 16:01:01",5
176,1,ON,26.9,32,714,0,"2025-04-14 16:01:02",1
177,3,ON,24.8,40,296,0,"2025-04-14 16:01:11",2
178,3,ON,24.8,40,297,0,"2025-04-14 16:01:11",1
179,1,ON,26.4,32,724,1,"2025-04-14 16:01:12",2
180,3,ON,24.8,40,302,1,"2025-04-14 16:01:22",2
181,3,ON,24.8,40,310,0,"2025-04-14 16:01:52",4
182,3,ON,24.8,40,310,0,"2025-04-14 16:01:54",1
183,3,ON,24.8,40,320,0,"2025-04-14 16:02:05",2
184,1,ON,26.9,32,674,1,"2025-04-14 16:02:13",5
185,3,ON,24.8,40,325,0,"2025-04-14 16:02:14",3
186,3,ON,24.8,40,328,0,"2025-04-14 16:02:15",1
187,1,ON,26.4,32,691,1,"2025-04-14 16:02:23",6
188,3,ON,24.8,40,332,1,"2025-04-14 16:02:26",2
189,1,ON,26.2,32,640,0,"2025-04-14 16:02:33",7
190,1,ON,26.8,32,614,0,"2025-04-14 16:02:43",8
191,3,ON,24.8,40,343,0,"2025-04-14 16:02:45",4
192,3,ON,24.8,40,346,1,"2025-04-14 16:02:56",5
193,3,ON,24.8,40,347,1,"2025-04-14 16:02:56",1
194,3,ON,24.9,40,354,0,"2025-04-14 16:03:06",2
195,3,ON,24.9,40,364,0,"2025-04-14 16:03:16",3
196,1,ON,26.2,32,565,0,"2025-04-14 16:03:23",12
197,3,ON,25,39,373,0,"2025-04-14 16:03:26",4
198,1,ON,26.6,32,560,0,"2025-04-14 16:03:33",13
199,3,ON,25,39,389,1,"2025-04-14 16:03:36",5
200,3,ON,25,40,392,0,"2025-04-14 16:03:37",1
201,1,ON,26.5,32,558,1,"2025-04-14 16:03:43",14
202,1,ON,26.6,32,557,0,"2025-04-14 16:03:45",1
203,3,ON,25,39,357,1,"2025-04-14 16:03:49",1
204,1,ON,26.6,32,535,1,"2025-04-14 16:04:00",2
205,3,ON,25,39,2,3,"2025-04-14 16:04:02",2
206,1,ON,26.1,32,419,0,"2025-04-14 16:04:13",1
207,1,ON,26.7,32,391,0,"2025-04-14 16:04:23",2
208,3,ON,25,39,351,1,"2025-04-14 16:04:23",1
209,1,ON,26.1,32,342,1,"2025-04-14 16:04:31",1
210,3,ON,25,39,295,0,"2025-04-14 16:04:32",1
211,3,ON,25,39,318,0,"2025-04-14 16:04:43",2
212,3,ON,25,39,299,1,"2025-04-14 16:04:53",1
213,1,ON,26.4,32,434,0,"2025-04-14 16:05:03",4
214,3,ON,25,39,291,0,"2025-04-14 16:05:04",2
215,1,ON,26.2,32,474,1,"2025-04-14 16:05:13",5
216,3,ON,25.1,39,393,1,"2025-04-14 16:05:37",1
217,1,ON,26.8,32,322,0,"2025-04-14 16:05:45",4
218,3,ON,25.1,39,396,0,"2025-04-14 16:05:47",2
219,3,ON,25.1,39,397,1,"2025-04-14 16:05:48",1
220,1,ON,26.7,32,331,1,"2025-04-14 16:05:52",1
221,1,ON,26.1,32,335,1,"2025-04-14 16:06:02",2
222,1,ON,26.9,32,194,0,"2025-04-14 16:06:12",3
223,3,ON,25.1,39,365,0,"2025-04-14 16:06:21",4
224,1,ON,26.4,32,329,1,"2025-04-14 16:06:22",4
225,3,ON,25.1,39,399,1,"2025-04-14 16:06:31",5
226,3,ON,25.1,39,399,0,"2025-04-14 16:06:32",1
227,1,ON,26.8,32,343,0,"2025-04-14 16:06:33",2
228,3,ON,25.1,39,380,1,"2025-04-14 16:06:43",2
229,3,ON,25.2,39,410,1,"2025-04-14 16:06:52",3
230,3,ON,25.2,39,418,0,"2025-04-14 16:06:53",1
231,1,ON,26.5,32,336,1,"2025-04-14 16:07:03",5
232,1,ON,26.8,32,338,1,"2025-04-14 16:07:13",6
233,1,ON,26.7,32,330,0,"2025-04-14 16:07:14",1
234,3,ON,25.2,39,419,1,"2025-04-14 16:07:14",3
235,3,ON,25.2,39,419,0,"2025-04-14 16:07:15",1
236,3,ON,25.2,39,500,0,"2025-04-14 16:07:25",2
237,3,ON,25.2,39,498,0,"2025-04-14 16:07:25",1
238,1,ON,26.4,32,313,1,"2025-04-14 16:07:44",4
239,3,ON,25.2,38,429,1,"2025-04-14 16:07:46",3
240,1,ON,26,32,209,0,"2025-04-14 16:07:54",5
241,3,ON,25.2,38,446,1,"2025-04-14 16:07:55",4
242,1,ON,25.7,32,300,0,"2025-04-14 16:08:04",6
243,3,ON,25.2,38,470,1,"2025-04-14 16:08:05",5
244,1,ON,25.2,33,335,0,"2025-04-14 16:08:14",7
245,3,ON,25.2,38,455,1,"2025-04-14 16:08:15",6
246,1,ON,25.1,33,317,1,"2025-04-14 16:08:24",8
247,3,ON,25.2,38,440,0,"2025-04-14 16:08:26",7
248,1,ON,25.4,33,312,1,"2025-04-14 16:08:34",9
249,3,ON,25.2,38,429,0,"2025-04-14 16:08:36",8
250,1,ON,25.7,33,315,0,"2025-04-14 16:08:44",10
251,1,ON,25.7,33,313,0,"2025-04-14 16:08:45",1
252,3,ON,25.1,38,424,1,"2025-04-14 16:08:46",9
253,1,ON,25.7,33,308,1,"2025-04-14 16:08:55",2
254,1,ON,25.2,33,296,0,"2025-04-14 16:09:15",4
255,1,ON,25.5,33,287,1,"2025-04-14 16:09:35",6
256,1,ON,25.2,33,245,0,"2025-04-14 16:10:05",9
257,3,ON,25.1,40,0,0,"2025-04-14 16:10:09",1
258,3,ON,25.1,40,359,0,"2025-04-14 16:10:29",3
259,3,ON,25.2,40,0,0,"2025-04-14 16:10:38",1
260,1,ON,26.7,33,246,0,"2025-04-14 16:10:45",13
261,3,ON,25.2,40,361,0,"2025-04-14 16:10:48",2
262,1,ON,26.8,33,249,0,"2025-04-14 16:10:55",14
263,3,ON,25.4,40,363,0,"2025-04-14 16:11:10",2
264,3,ON,25.4,40,363,0,"2025-04-14 16:11:10",1
265,1,ON,26.4,33,349,0,"2025-04-14 16:11:16",3
266,3,ON,25.5,40,375,0,"2025-04-14 16:11:21",1
267,1,ON,26.3,32,354,0,"2025-04-14 16:11:27",2
268,1,ON,26.3,32,355,0,"2025-04-14 16:11:28",1
269,3,ON,25.6,40,378,0,"2025-04-14 16:11:32",1
270,3,ON,25.8,40,280,0,"2025-04-14 16:12:10",2
271,3,ON,25.8,40,295,0,"2025-04-14 16:12:20",3
272,3,ON,25.9,40,0,0,"2025-04-14 16:12:32",1
273,3,ON,26,40,18,0,"2025-04-14 16:12:47",2
274,3,ON,26,40,43,0,"2025-04-14 16:12:57",3
275,3,ON,26,40,3679,0,"2025-04-14 16:13:07",1
276,3,ON,26.3,39,370,0,"2025-04-14 16:14:11",3
277,3,ON,26.3,39,370,0,"2025-04-14 16:14:21",4
278,3,ON,26.3,39,370,0,"2025-04-14 16:14:31",5
279,3,ON,26.3,38,371,0,"2025-04-14 16:14:41",6
280,1,ON,29.1,32,8626,0,"2025-04-14 16:30:28",2
281,1,ON,30.7,30,8238,0,"2025-04-14 16:30:32",1
282,1,ON,30.6,30,13368,1,"2025-04-14 16:31:09",1
283,1,ON,30.6,30,10304,0,"2025-04-14 16:31:27",2
284,2,ON,29.3,41,2860,1,"2025-04-14 16:31:37",2
285,3,ON,29.6,36,4401,0,"2025-04-14 16:31:49",5
286,2,ON,29.3,40,1470,1,"2025-04-14 16:32:00",2
287,3,ON,29.6,37,4115,0,"2025-04-14 16:32:09",7
288,1,ON,30.3,25,11167,0,"2025-04-14 16:32:10",1
289,2,ON,29.3,40,2208,1,"2025-04-14 16:32:20",4
290,1,ON,29.4,30,14629,0,"2025-04-14 16:32:30",1
291,3,ON,2,36,4348,0,"2025-04-14 16:32:52",11
292,3,ON,29.4,35,4400,0,"2025-04-14 16:32:59",12
293,1,ON,30.5,25,17106,0,"2025-04-14 16:33:00",4
294,1,ON,30.6,32,17321,0,"2025-04-14 16:34:40",2
295,1,ON,30.5,29,12305,0,"2025-04-14 16:36:01",4
296,1,ON,30.1,33,2319,0,"2025-04-14 16:36:31",7
297,1,ON,30.9,31,1998,0,"2025-04-14 16:36:42",8
298,1,ON,30.7,27,1478,0,"2025-04-14 16:36:52",9
299,1,ON,30.1,27,6274,0,"2025-04-14 16:37:02",10
300,1,ON,31.4,21,10551,0,"2025-04-14 16:41:59",4
301,1,ON,31,20,10509,0,"2025-04-14 16:42:09",5
302,1,ON,31.4,20,7008,0,"2025-04-14 16:42:29",7
303,1,ON,31.7,23,10054,0,"2025-04-14 16:43:07",2
304,2,ON,30.2,38,2546,1,"2025-04-14 16:43:37",1
305,1,ON,30.2,37,2608,1,"2025-04-14 16:43:38",1
306,1,ON,31.4,20,767,0,"2025-04-14 16:43:41",3
307,1,ON,31.5,21,1398,0,"2025-04-14 16:43:51",4
308,1,ON,31.3,22,1934,0,"2025-04-14 16:44:12",2
309,1,ON,31.3,23,2688,0,"2025-04-14 16:44:23",3
310,3,ON,30.8,32,0,0,"2025-04-14 16:44:49",1
311,1,ON,31.8,24,4345,0,"2025-04-14 16:45:12",8
312,1,ON,31.1,23,7060,0,"2025-04-14 16:45:22",9
313,1,ON,31.5,22,7127,0,"2025-04-14 16:45:42",11
314,1,ON,31.2,23,5540,0,"2025-04-14 16:46:30",4
315,1,ON,32.2,24,10429,0,"2025-04-14 16:47:40",3
316,1,ON,32.9,23,11592,0,"2025-04-14 16:47:52",1
317,1,ON,32.3,24,5167,0,"2025-04-14 16:48:12",2
318,2,ON,29.8,39,2669,1,"2025-04-14 16:48:42",1
319,1,ON,32.2,24,6157,0,"2025-04-14 16:48:43",1
320,1,ON,32.7,24,3556,0,"2025-04-14 16:48:53",2
321,1,ON,32.5,25,4841,0,"2025-04-14 16:49:15",1
322,2,ON,29.8,40,2660,1,"2025-04-14 16:49:34",6
323,2,ON,29.8,44,2626,1,"2025-04-14 16:50:04",9
324,1,ON,32.9,20,4305,0,"2025-04-14 16:50:59",1
325,1,ON,32.6,20,2621,0,"2025-04-14 16:51:08",2
326,3,ON,31,34,2978,0,"2025-04-14 16:51:09",2
327,2,ON,29.3,43,2740,1,"2025-04-14 16:51:24",9
328,1,ON,32.4,20,10900,0,"2025-04-14 16:51:31",1
329,1,ON,32.3,21,2197,0,"2025-04-14 16:51:51",3
330,1,ON,32.8,21,1179,0,"2025-04-14 16:52:11",5
331,1,ON,31.6,23,2582,0,"2025-04-14 16:52:51",9
332,1,ON,31.8,23,2128,0,"2025-04-14 16:53:02",10
333,1,ON,31,25,2041,0,"2025-04-14 16:53:12",11
334,1,ON,31,27,1984,0,"2025-04-14 16:53:22",12
335,2,ON,29.3,39,2731,1,"2025-04-14 16:53:50",4
336,1,ON,32.7,25,1260,0,"2025-04-14 16:53:53",1
337,2,ON,29.3,39,2733,1,"2025-04-14 16:54:00",5
338,2,ON,29,39,2740,1,"2025-04-14 16:54:10",6
339,1,ON,32,26,1026,0,"2025-04-14 16:54:13",3
340,1,ON,32.2,27,1267,0,"2025-04-14 16:54:23",4
341,2,ON,28.9,41,2724,1,"2025-04-14 16:54:30",8
342,1,ON,32.3,27,1299,0,"2025-04-14 16:54:33",5
343,1,ON,32.2,27,1277,0,"2025-04-14 16:54:35",1
344,2,ON,28.9,41,2724,1,"2025-04-14 16:54:36",1
345,2,ON,28.9,41,2720,1,"2025-04-14 16:54:46",2
346,1,ON,32.6,28,1335,0,"2025-04-14 16:54:56",3
347,1,ON,32.6,27,1265,0,"2025-04-14 16:55:16",5
348,1,ON,32.8,27,1243,0,"2025-04-14 16:55:25",6
349,1,ON,32.9,29,1223,0,"2025-04-14 16:55:35",7
350,1,ON,32.4,26,1209,0,"2025-04-14 16:55:55",9
351,1,ON,32.1,25,1323,0,"2025-04-14 16:56:05",10
352,3,ON,31.5,32,4651,0,"2025-04-14 16:56:21",33
353,1,ON,32.4,27,1280,0,"2025-04-14 16:56:25",12
354,1,ON,32.6,26,1341,0,"2025-04-14 16:56:37",2
355,3,ON,31.6,32,4778,0,"2025-04-14 16:56:40",35
356,1,ON,32.8,25,1257,0,"2025-04-14 16:56:49",3
357,1,ON,32.9,25,1570,0,"2025-04-14 16:57:18",6
358,2,ON,29.8,43,2565,1,"2025-04-14 16:57:26",8
359,2,ON,29.8,43,2690,1,"2025-04-14 16:57:42",2
360,1,ON,32.7,25,5459,0,"2025-04-14 16:57:48",3
361,3,ON,31.8,32,1530,0,"2025-04-14 16:57:50",42
362,3,ON,31.8,32,4485,0,"2025-04-14 16:58:00",43
363,1,ON,32.2,24,3774,0,"2025-04-14 16:58:01",1
364,1,ON,32.3,25,2350,0,"2025-04-14 16:58:11",2
365,1,ON,33.9,23,2269,0,"2025-04-14 16:58:21",3
366,1,ON,33.1,23,2233,0,"2025-04-14 16:58:32",4
